device_id,pour_time
2929928583872774338,2020-05-26 11:46:30.995000 +00:00
2891788724511703273,2020-08-20 08:36:05.154000 +00:00
2926772727786242291,2020-07-02 14:43:55.656000 +00:00
2918660797284483113,2020-08-24 06:31:46.185000 +00:00
2914454065796612349,2020-08-03 07:40:04.067000 +00:00
2911721779401588822,2020-05-15 14:00:57.692000 +00:00
2928749649692983483,2020-08-06 16:21:25.513000 +00:00
2930087729574182972,2020-02-21 12:34:06.353000 +00:00
2929241389088637093,2020-02-04 11:25:45.748000 +00:00
2897011409038606579,2020-09-02 06:51:13.926000 +00:00
2900732993905623123,2020-07-15 08:34:55.318000 +00:00
2932746640747921593,2020-08-04 11:36:56.236000 +00:00
2919188296577843329,2020-07-11 09:54:36.879000 +00:00
2897928401736171531,2020-01-17 07:35:01.631000 +00:00
2909103610304397330,2020-02-18 17:53:13.034000 +00:00
2912408707880976442,2020-06-25 08:15:26.982000 +00:00
2910741852548235286,2020-06-16 12:03:27.574000 +00:00
2883909619908870204,2020-02-07 14:37:36.860000 +00:00
2941958340575494284,2020-06-03 10:53:41.619000 +00:00
2903200564286324835,2020-02-05 17:01:25.673000 +00:00
2883793080249483412,2020-03-03 14:14:21.318000 +00:00
2949702205264888008,2020-06-11 15:32:47.282000 +00:00
2910922168160223413,2020-07-16 10:21:36.215000 +00:00
2920350729493283055,2020-02-28 13:16:55.612000 +00:00
2892581249073807599,2020-05-15 05:06:30.648000 +00:00
2902258278526353449,2020-01-13 08:51:49.437000 +00:00
2899487247231352841,2020-07-21 14:41:46.328000 +00:00
2909705270781280441,2020-08-04 11:38:31.120000 +00:00
2909612649811542185,2020-07-10 10:28:54.409000 +00:00
2886124036327211257,2020-03-13 14:34:32.542000 +00:00
2929706224809148509,2020-06-15 12:36:21.989000 +00:00
2944809116528279588,2020-07-03 17:59:49.892000 +00:00
2909990048587841704,2019-12-13 13:47:44.766000 +00:00
2943415202072232126,2020-06-08 13:53:45.863000 +00:00
2916618999896735756,2020-06-09 07:28:34.947000 +00:00
2949599723067015331,2020-02-20 07:36:23.308000 +00:00
2903311348672757893,2020-06-25 10:33:22.064000 +00:00
2946706873597821178,2020-06-16 09:21:53.465000 +00:00
2924413214504517855,2020-05-22 08:39:32.473000 +00:00
2935536969347760222,2020-02-18 13:19:43.765000 +00:00
2884649337814515817,2020-07-15 08:35:13.734000 +00:00
2911596168788050012,2020-07-07 13:21:32.405000 +00:00
2926604768795164693,2020-08-24 09:43:42.361000 +00:00
2889381893575278824,2020-03-06 19:01:36.549000 +00:00
2920815835779956925,2020-08-27 06:37:06.853000 +00:00
2922449710058832097,2019-11-22 12:34:34.907000 +00:00
2945408350365417711,2020-06-18 12:00:39.201000 +00:00
2906050494130552992,2020-08-25 06:34:20.737000 +00:00
2913626124967739472,2020-02-11 17:43:38.736000 +00:00
2934914611389923438,2020-11-16 11:06:03.115000 +00:00
2952007876853366830,2020-05-26 16:44:28.404000 +00:00
2908205279222956161,2020-07-01 11:10:02.012000 +00:00
2941206016924057819,2020-07-28 13:29:29.819000 +00:00
2908537361816092846,2020-03-11 17:52:00.728000 +00:00
2908790215113965629,2020-06-19 12:02:47.594000 +00:00
2917235830214885525,2020-08-06 12:29:34.776000 +00:00
2945177719211557035,2019-12-13 13:47:07.262000 +00:00
2945600764900278396,2020-06-18 14:42:17.430000 +00:00
2888352492976865470,2020-06-26 14:28:55.852000 +00:00
2899345672224374784,2020-09-07 14:47:20.693000 +00:00
2917942584280088784,2020-05-14 13:48:40.927000 +00:00
2905190414044626960,2020-07-15 08:34:04.063000 +00:00
