order_id,product_item_id,start_time,order_created_ts,last_modified_ts,spacing_minutes,rate_type,order_item_id,psi/description,pour_element,extended_pour_element,pour_element_information,pour_method,local_time_zone,location_latitude,location_longitude
67b87354-472d-49c6-90ad-b7bf56f51ccc,78bcea62-06d6-4e0b-b2bd-3b9e464ac3b4,2019-12-18 17:30:00+00:00,2019-12-17 17:03:07.481000+00:00,2019-12-18 20:37:41.961000+00:00,60,SPACING_IN_MINUTES,2d0d8f6c-52f3-48ae-8e9b-ace3740b660b,"5000,PERFORM64,6",other,curb_and_gutter,,crane_and_bucket,America/New_York,38.973190,-77.027970
662e8418-c875-4bbb-b0f8-b2467753a994,78bcea62-06d6-4e0b-b2bd-3b9e464ac3b4,2019-12-19 19:30:00+00:00,2019-12-10 16:57:44.045000+00:00,2019-12-19 22:09:30.099000+00:00,30,SPACING_IN_MINUTES,907dfc01-deb1-49a2-946f-a50ee2da48dd,"5000,PERFORM64,6",,,,,America/New_York,38.909240,-77.000381
02b0b340-f91c-4c5d-8894-2b1920a8f656,d6c5bc6e-6a0c-4960-8cea-e00f180eeaff,2019-12-23 18:00:00+00:00,2019-12-20 18:51:54.935000+00:00,2019-12-23 23:50:24.921000+00:00,60,SPACING_IN_MINUTES,6a95c83b-7cde-43d5-bcca-0e7ca5a68700,"5000,PERFORM65,6",foundations,foundations,,crane_and_bucket,America/New_York,38.876343,-77.021361
bc78f795-94ac-478b-99e6-efc447436aef,78bcea62-06d6-4e0b-b2bd-3b9e464ac3b4,2020-01-09 19:30:00+00:00,2020-01-02 16:20:02.553000+00:00,2020-01-09 20:25:44.169000+00:00,40,SPACING_IN_MINUTES,ec87e45b-3e56-46a5-8b55-ea443eaf5723,"5000,PERFORM64,6",,,,,America/New_York,38.908260,-77.000917
82be19d8-d56a-45eb-9135-0bfe7601b563,d6c5bc6e-6a0c-4960-8cea-e00f180eeaff,2020-01-10 12:30:00+00:00,2020-01-06 20:47:11.733000+00:00,2020-01-10 17:40:15.604000+00:00,60,SPACING_IN_MINUTES,cb1cb3aa-9cfc-40f3-8f47-3bc560ba9853,"5000,PERFORM65,6",,,,,America/New_York,38.861115,-76.968933
d0107930-3c28-42d9-9e69-10c0317c12de,92c912c4-966f-4361-9c9f-c4343d1db64c,2020-01-10 14:00:00+00:00,2020-01-07 15:45:34.277000+00:00,2020-01-10 17:51:27.335000+00:00,15,SPACING_IN_MINUTES,941052f9-998e-42c7-9bc5-26a53e4e1b49,"5000,PERFORM65,6",other,slab_interior,,pump,America/New_York,38.934555,-77.023453
9e5bd618-9ff1-4ca7-83e1-114a75720d10,92c912c4-966f-4361-9c9f-c4343d1db64c,2020-01-10 16:30:00+00:00,2019-12-30 16:07:47.454000+00:00,2020-01-10 18:39:58.651000+00:00,30,SPACING_IN_MINUTES,e5c1c9b8-7f69-476a-b2f4-f6cd9eaef6b2,"5000,PERFORM65,6",,,,direct_from_truck,America/New_York,38.912246,-77.024155
028ed3d4-5865-4b02-a596-d2dc44ae6c2e,92c912c4-966f-4361-9c9f-c4343d1db64c,2020-01-13 17:00:00+00:00,2020-01-09 20:25:57.731000+00:00,2020-01-13 19:46:56.001000+00:00,30,SPACING_IN_MINUTES,97cde8f8-c354-4b5d-93d1-9f3f0ccb7c14,"5000,PERFORM65,6",,,,pump,America/New_York,38.928330,-77.011215
35eb4d59-1035-4aa8-a22b-5eae5a728382,92c912c4-966f-4361-9c9f-c4343d1db64c,2020-01-27 18:00:00+00:00,2020-01-17 18:15:25.756000+00:00,2020-01-27 20:57:23.241000+00:00,30,SPACING_IN_MINUTES,c15fadba-81b0-4a4b-8e50-029f684c223b,"5000,PERFORM65,6",shear_wall,walls,,direct_from_truck,America/New_York,38.911971,-77.024978
35eb4d59-1035-4aa8-a22b-5eae5a728382,eb993501-a71f-4949-ac0f-2fbef4c88190,2020-01-27 18:00:00+00:00,2020-01-17 18:15:25.756000+00:00,2020-01-27 20:57:23.241000+00:00,30,SPACING_IN_MINUTES,09ff769d-b980-4bf5-a923-7ef5e589c3bd,"3000,PERFORM49,4",other,footing,,crane_and_bucket,America/New_York,38.911971,-77.024978
eaba1a75-1ab4-4eea-8f33-98d46f811e68,92c912c4-966f-4361-9c9f-c4343d1db64c,2020-01-30 18:00:00+00:00,2020-01-17 18:16:58.013000+00:00,2020-01-31 06:10:08.214538+00:00,60,SPACING_IN_MINUTES,eb07381f-d4a2-4a1f-9ac1-82538041b64c,"5000,PERFORM65,6",,,,,America/New_York,38.911941,-77.024993
eaba1a75-1ab4-4eea-8f33-98d46f811e68,eb993501-a71f-4949-ac0f-2fbef4c88190,2020-01-30 18:00:00+00:00,2020-01-17 18:16:58.013000+00:00,2020-01-31 06:10:08.214538+00:00,30,SPACING_IN_MINUTES,eac2b5a6-89f9-4066-acfb-68b2a422d446,"3000,PERFORM49,4",,,,crane_and_bucket,America/New_York,38.911941,-77.024993
d602b61f-5b5c-4423-8e1c-794c1d56d137,f904f37a-db70-43c2-8a80-9c24e6b8ca9f,2020-02-04 18:27:00+00:00,2020-01-24 13:37:29.165000+00:00,2020-02-04 21:22:32.810951+00:00,30,SPACING_IN_MINUTES,f8996021-5b15-4ae8-bdc4-c1eaba6fa7e0,"5000,CHRONOLIA 4",,,,,America/New_York,38.911911,-77.024978
d602b61f-5b5c-4423-8e1c-794c1d56d137,eb993501-a71f-4949-ac0f-2fbef4c88190,2020-02-04 18:27:00+00:00,2020-01-24 13:37:29.165000+00:00,2020-02-04 21:22:32.810951+00:00,20,SPACING_IN_MINUTES,00f7fa9e-9447-49aa-b606-b69eac0707ee,"3000,PERFORM49,4",other,other,,crane_and_bucket,America/New_York,38.911911,-77.024978
a50814d0-cadd-414e-a4e1-9ad79dcf91b7,f904f37a-db70-43c2-8a80-9c24e6b8ca9f,2020-02-14 19:00:00+00:00,2020-02-03 13:43:41.332361+00:00,2020-02-14 22:05:24.515099+00:00,30,SPACING_IN_MINUTES,8c93cadd-7341-4a42-b066-47e75446fe9e,"5000,CHRONOLIA 4",other,other,,crane_and_bucket,America/New_York,38.911880,-77.024948
a50814d0-cadd-414e-a4e1-9ad79dcf91b7,eb993501-a71f-4949-ac0f-2fbef4c88190,2020-02-14 19:00:00+00:00,2020-02-03 13:43:41.332361+00:00,2020-02-14 22:05:24.515099+00:00,60,SPACING_IN_MINUTES,87e6f4fd-6934-4cff-8326-19978a6ebe95,"3000,PERFORM49,4",,,,crane_and_bucket,America/New_York,38.911880,-77.024948
1f75b205-83af-4eff-8154-db41f3d86686,eb993501-a71f-4949-ac0f-2fbef4c88190,2020-02-19 17:00:00+00:00,2020-02-11 12:26:33.839317+00:00,2020-02-19 20:58:51.657225+00:00,30,SPACING_IN_MINUTES,fe64c093-746b-4fba-9bdf-01f4a0f249e0,"3000,PERFORM49,4",,,,,America/New_York,38.911835,-77.024933
1f75b205-83af-4eff-8154-db41f3d86686,92c912c4-966f-4361-9c9f-c4343d1db64c,2020-02-19 17:00:00+00:00,2020-02-11 12:26:33.839317+00:00,2020-02-19 20:58:51.657225+00:00,30,SPACING_IN_MINUTES,8bacc84b-9e97-46cc-96f4-3520e1cd51b9,"5000,PERFORM65,6",other,other,,crane_and_bucket,America/New_York,38.911835,-77.024933
0e3e981a-ce1b-465b-b2b3-9112464d40ad,92c912c4-966f-4361-9c9f-c4343d1db64c,2020-02-28 15:00:00+00:00,2020-02-25 12:06:25.625447+00:00,2020-02-29 04:30:07.780832+00:00,20,SPACING_IN_MINUTES,a7eda375-066a-4a01-be69-3167a75e5c35,"5000,PERFORM65,6",,,,direct_from_truck,America/New_York,38.928131,-77.011261
0e3e981a-ce1b-465b-b2b3-9112464d40ad,92c912c4-966f-4361-9c9f-c4343d1db64c,2020-02-28 15:00:00+00:00,2020-02-25 12:06:25.625447+00:00,2020-02-29 04:30:07.780832+00:00,60,SPACING_IN_MINUTES,270631d5-8ab6-4996-9878-ccecaad2ef1d,"5000,PERFORM65,6",,,,direct_from_truck,America/New_York,38.928131,-77.011261
362bc972-5a8e-4765-acde-25abad6c5956,78bcea62-06d6-4e0b-b2bd-3b9e464ac3b4,2020-02-28 19:00:00+00:00,2020-02-19 18:22:15.031902+00:00,2020-02-28 20:37:46.382912+00:00,60,SPACING_IN_MINUTES,445051e1-c0ac-4eda-b1e6-72ac4d22ad59,"5000,PERFORM64,6",shear_wall,walls,,crane_and_bucket,America/New_York,38.899383,-77.050216
40dc45a9-bc15-440a-b36e-4fa38148cd3e,eb993501-a71f-4949-ac0f-2fbef4c88190,2020-03-09 17:15:00+00:00,2020-03-02 16:55:04.014788+00:00,2020-03-09 18:47:13.907655+00:00,60,SPACING_IN_MINUTES,5970e3ab-2468-4dcd-a781-672b4726c8ac,"3000,PERFORM49,4",column,column,,crane_and_bucket,America/New_York,38.912231,-77.025466
40dc45a9-bc15-440a-b36e-4fa38148cd3e,f904f37a-db70-43c2-8a80-9c24e6b8ca9f,2020-03-09 17:15:00+00:00,2020-03-02 16:55:04.014788+00:00,2020-03-09 18:47:13.907655+00:00,60,SPACING_IN_MINUTES,e6d94492-20ad-4800-ae67-516b44c24187,"5000,CHRONOLIA 4",,,,direct_from_truck,America/New_York,38.912231,-77.025466
ee262837-7962-4fc5-8fca-c34a9f358ef6,f904f37a-db70-43c2-8a80-9c24e6b8ca9f,2020-03-11 17:00:00+00:00,2020-03-02 16:55:46.970384+00:00,2020-03-11 19:45:46.324646+00:00,30,SPACING_IN_MINUTES,c3483f39-cc8c-4dee-9e88-8c5fba220e7b,"5000,CHRONOLIA 4",other,other,,crane_and_bucket,America/New_York,38.912231,-77.025513
95940d35-9271-412a-92d6-677025d6b8b9,f904f37a-db70-43c2-8a80-9c24e6b8ca9f,2020-03-18 16:00:00+00:00,2020-03-09 12:09:27.957909+00:00,2020-03-18 19:37:35.448994+00:00,30,SPACING_IN_MINUTES,dd402079-0b5d-4c83-809f-34bc7d23a198,"5000,CHRONOLIA 4",other,other,,crane_and_bucket,America/New_York,38.911666,-77.025650
95940d35-9271-412a-92d6-677025d6b8b9,eb993501-a71f-4949-ac0f-2fbef4c88190,2020-03-18 16:00:00+00:00,2020-03-09 12:09:27.957909+00:00,2020-03-18 19:37:35.448994+00:00,15,SPACING_IN_MINUTES,87193168-b215-42b1-8ec5-f62468a15042,"3000,PERFORM49,4",other,other,,,America/New_York,38.911666,-77.025650
706e91de-0348-416b-b46b-1903577aef81,f904f37a-db70-43c2-8a80-9c24e6b8ca9f,2020-03-20 13:45:00+00:00,2020-03-09 12:09:52.737427+00:00,2020-03-20 18:49:00.509250+00:00,20,SPACING_IN_MINUTES,c99c5783-259b-4f9f-bcf5-951a0c251ed3,"5000,CHRONOLIA 4",other,other,,crane_and_bucket,America/New_York,38.911911,-77.025650
706e91de-0348-416b-b46b-1903577aef81,eb993501-a71f-4949-ac0f-2fbef4c88190,2020-03-20 13:45:00+00:00,2020-03-09 12:09:52.737427+00:00,2020-03-20 18:49:00.509250+00:00,20,SPACING_IN_MINUTES,e78f66cb-1d5c-490d-acf1-0a870316d8d4,"3000,PERFORM49,4",,,,direct_from_truck,America/New_York,38.911911,-77.025650
922ed9b6-b5fe-4100-9eba-431ed6849d19,f904f37a-db70-43c2-8a80-9c24e6b8ca9f,2020-03-26 19:01:00+00:00,2020-03-12 13:37:37.427652+00:00,2020-03-26 20:29:01.318720+00:00,30,SPACING_IN_MINUTES,a61a58fb-59f7-4d7a-bf3b-f8b175ad2bb9,"5000,CHRONOLIA 4",shear_wall,walls,,pump,America/New_York,38.911820,-77.025650
f49a949b-6bb7-4f7a-9cb0-cbce9c5255ff,f904f37a-db70-43c2-8a80-9c24e6b8ca9f,2020-03-27 16:00:00+00:00,2020-03-12 13:37:46.076126+00:00,2020-03-28 04:20:18.476955+00:00,60,SPACING_IN_MINUTES,ef10398c-4714-4a9e-901a-1f894c55e5f6,"5000,CHRONOLIA 4",,,,,America/New_York,38.911911,-77.025620
f49a949b-6bb7-4f7a-9cb0-cbce9c5255ff,eb993501-a71f-4949-ac0f-2fbef4c88190,2020-03-27 16:00:00+00:00,2020-03-12 13:37:46.076126+00:00,2020-03-28 04:20:18.476955+00:00,20,SPACING_IN_MINUTES,27232f92-096e-4cde-854c-d411d2dd5bc0,"3000,PERFORM49,4",other,other,,crane_and_bucket,America/New_York,38.911911,-77.025620
0d6f1378-629c-45f7-97bd-f3fda2239b0e,f904f37a-db70-43c2-8a80-9c24e6b8ca9f,2020-04-03 14:00:00+00:00,2020-03-24 11:55:23.844561+00:00,2020-04-03 18:30:49.646377+00:00,60,SPACING_IN_MINUTES,75593c7b-7c6d-48ce-b0f6-d56f78057bc6,"5000,CHRONOLIA 4",,,,,America/New_York,38.911986,-77.025665
0d6f1378-629c-45f7-97bd-f3fda2239b0e,eb993501-a71f-4949-ac0f-2fbef4c88190,2020-04-03 14:00:00+00:00,2020-03-24 11:55:23.844561+00:00,2020-04-03 18:30:49.646377+00:00,30,SPACING_IN_MINUTES,0e7daae5-a7f1-4ee4-a344-32592bdc1521,"3000,PERFORM49,4",other,footing,,crane_and_bucket,America/New_York,38.911986,-77.025665
3e4c8c96-b95b-4a16-949c-3d0fb9bd6dd2,f904f37a-db70-43c2-8a80-9c24e6b8ca9f,2020-04-15 16:00:00+00:00,2020-04-06 13:03:32.678519+00:00,2020-04-16 04:00:20.136668+00:00,30,SPACING_IN_MINUTES,164320d2-bf61-4529-a229-eaffd1f91a87,"5000,CHRONOLIA 4",other,other,,crane_and_bucket,America/New_York,38.911880,-77.024933
9c74d161-e21a-45ba-bec6-560b043c4e1b,f904f37a-db70-43c2-8a80-9c24e6b8ca9f,2020-04-23 12:00:00+00:00,2020-04-23 11:02:25.708856+00:00,2020-04-24 00:00:13.753730+00:00,20,SPACING_IN_MINUTES,88370c50-e1d4-45cb-b3cb-c08a1b72a964,"5000,CHRONOLIA 4",column,column,,direct_from_truck,America/New_York,38.911788,-77.025665
3a132411-ae88-4d31-b8d7-fced8b9c4377,78bcea62-06d6-4e0b-b2bd-3b9e464ac3b4,2020-04-23 17:30:00+00:00,2020-04-16 11:52:30.478356+00:00,2020-04-24 05:30:11.916027+00:00,60,SPACING_IN_MINUTES,161e1590-e41c-428a-9508-12ebb00659c8,"5000,PERFORM64,6",,,,,America/New_York,38.908280,-77.001083
797f1236-6f84-4378-8a55-cf31a38b0c0e,92c912c4-966f-4361-9c9f-c4343d1db64c,2020-04-28 12:55:00+00:00,2020-04-22 18:31:33.879666+00:00,2020-04-28 15:47:07.107161+00:00,60,SPACING_IN_MINUTES,c2188ce1-31d0-40c8-bfb8-3d80713b48df,"5000,PERFORM65,6",slab,slab_exterior,,direct_from_truck,America/New_York,38.884261,-76.976563
797f1236-6f84-4378-8a55-cf31a38b0c0e,19cfa4fe-2aa3-40cc-87a0-feae1425544f,2020-04-28 12:55:00+00:00,2020-04-22 18:31:33.879666+00:00,2020-04-28 15:47:07.107161+00:00,60,SPACING_IN_MINUTES,13c2f872-ba87-4de3-a014-526313dffb5b,PUMP GROUT65B60B,,,,,America/New_York,38.884261,-76.976563
6c32fc32-7664-4f72-ae0e-f08088f99038,f904f37a-db70-43c2-8a80-9c24e6b8ca9f,2020-04-29 18:01:00+00:00,2020-04-20 14:14:38.379710+00:00,2020-04-29 20:41:17.928416+00:00,20,SPACING_IN_MINUTES,3f713d37-6285-4f19-bd1c-474d1042eb56,"5000,CHRONOLIA 4",other,other,,crane_and_bucket,America/New_York,38.911606,-77.024978
3fd73054-5567-474b-ae90-a4c06f6e71ed,78bcea62-06d6-4e0b-b2bd-3b9e464ac3b4,2020-05-04 12:00:00+00:00,2020-04-27 18:02:13.242191+00:00,2020-05-05 02:30:12.087625+00:00,20,SPACING_IN_MINUTES,f37e3b1a-9f66-41a7-9218-529f9e12d587,"5000,PERFORM64,6",,,,pump,America/New_York,38.908635,-77.005038
3fd73054-5567-474b-ae90-a4c06f6e71ed,63031316-ecae-4b16-ab24-2dadadc710e5,2020-05-04 12:00:00+00:00,2020-04-27 18:02:13.242191+00:00,2020-05-05 02:30:12.087625+00:00,60,SPACING_IN_MINUTES,099de5f5-1690-4243-a38b-7cde4f147a22,"5000,PERFORM66,4",other,stairs,,pump,America/New_York,38.908635,-77.005038
1fde9542-4b87-41d5-b381-55ac1e3cc240,92c912c4-966f-4361-9c9f-c4343d1db64c,2020-05-12 16:00:00+00:00,2020-05-07 19:20:48.991000+00:00,2020-05-13 04:00:11.221400+00:00,60,SPACING_IN_MINUTES,bb4d23e3-e043-47a4-a085-d1b0d174da22,"5000,PERFORM64,6",other,apron,,direct_from_truck,America/New_York,38.898406,-77.030975
bc73f633-399d-476f-b7af-a2998a7cf495,f904f37a-db70-43c2-8a80-9c24e6b8ca9f,2020-05-12 17:00:00+00:00,2020-05-05 15:10:02.286381+00:00,2020-05-13 06:00:13.522743+00:00,20,SPACING_IN_MINUTES,92648e70-512b-4209-abb7-e166ecb39480,"5000,CHRONOLIA 4",,,,,America/New_York,38.911941,-77.024918
8d6b8e12-ddcf-47c9-951c-9bd89cdba9c9,92c912c4-966f-4361-9c9f-c4343d1db64c,2020-05-13 16:00:00+00:00,2020-05-07 19:21:04.645916+00:00,2020-05-14 04:00:16.911131+00:00,60,SPACING_IN_MINUTES,45b7fdcf-eed2-433b-909b-41e29918ba32,"5000,PERFORM64,6",other,apron,,other,America/New_York,38.901366,-77.037918
46689997-b669-4e41-9b8d-7169d7f48869,78bcea62-06d6-4e0b-b2bd-3b9e464ac3b4,2020-05-27 17:30:00+00:00,2020-05-19 21:26:18.422327+00:00,2020-05-27 18:49:35.988171+00:00,60,SPACING_IN_MINUTES,06853ccf-1aab-42d8-8732-2e33e4d364c5,"5000,PERFORM64,6",other,other,,other,America/New_York,38.909133,-77.000275
dfc89bb3-ff70-4c1b-8d52-5beba132b9c9,92c912c4-966f-4361-9c9f-c4343d1db64c,2020-06-01 17:00:00+00:00,2020-05-28 15:15:34.487988+00:00,2020-06-01 20:26:23.051510+00:00,25,SPACING_IN_MINUTES,73c36199-ed7f-471e-9637-817f08273607,"5000,PERFORM64,6",shear_wall,walls,,crane_and_bucket,America/New_York,38.990218,-76.937636
5f2fd26c-d852-4127-8e57-75f3fd8ad9d5,78bcea62-06d6-4e0b-b2bd-3b9e464ac3b4,2020-06-01 18:00:00+00:00,2020-05-29 18:50:41.895234+00:00,2020-06-01 18:38:27.336029+00:00,60,SPACING_IN_MINUTES,98fd492c-68d6-4ee9-865e-a81f2c6e63bc,"5000,PERFORM64,6",,,,,America/New_York,38.909180,-77.000275
2388de68-f149-4795-9fd6-ab36089c58ad,d6c5bc6e-6a0c-4960-8cea-e00f180eeaff,2020-06-03 17:00:00+00:00,2020-06-01 18:23:29.196970+00:00,2020-06-03 19:29:01.205393+00:00,30,SPACING_IN_MINUTES,3db6b2b0-ed1a-4444-830c-9e0905448dd2,"5000,PERFORM65,6",,,,direct_from_truck,America/New_York,38.900602,-77.047091
075c9797-4df3-492c-86cc-4b1c94e81310,78bcea62-06d6-4e0b-b2bd-3b9e464ac3b4,2020-06-04 14:00:00+00:00,2020-05-29 20:48:19.735037+00:00,2020-06-05 04:30:33.332505+00:00,60,SPACING_IN_MINUTES,46e2c4e1-275f-4ac4-9bf7-22fc949ebfb3,"5000,PERFORM64,6",other,other,,,America/New_York,38.909150,-77.000320
390c414d-97e2-407e-9529-46fb5234e96e,a0938b7d-a56c-4afd-991e-92aea6a1ac28,2020-06-12 17:00:00+00:00,2020-06-04 18:53:46.232757+00:00,2020-06-12 20:12:00.101130+00:00,30,SPACING_IN_MINUTES,1bf603da-d5e3-4e00-8aca-03805a6cf024,"5000,PERFORM66,6",shear_wall,walls,,crane_and_bucket,America/New_York,38.990203,-76.938506
390c414d-97e2-407e-9529-46fb5234e96e,92c912c4-966f-4361-9c9f-c4343d1db64c,2020-06-12 17:00:00+00:00,2020-06-04 18:53:46.232757+00:00,2020-06-12 20:12:00.101130+00:00,30,SPACING_IN_MINUTES,ba1570b1-b24c-4665-9d5e-c719985f6f09,"5000,PERFORM65,6",,,,,America/New_York,38.990203,-76.938506
073ac096-bd6c-48c1-87e9-8b75477d41ba,92c912c4-966f-4361-9c9f-c4343d1db64c,2020-06-16 17:00:00+00:00,2020-06-11 18:02:20.839884+00:00,2020-06-16 20:38:36.179884+00:00,20,SPACING_IN_MINUTES,ea5cf0f1-5c0d-4902-ad24-99bf8f45f255,"5000,PERFORM64,6",shear_wall,walls,,crane_and_bucket,America/New_York,38.990203,-76.938491
7e54fb8d-1f88-44dc-a828-5cfd44d92f11,92c912c4-966f-4361-9c9f-c4343d1db64c,2020-06-26 16:00:00+00:00,2020-06-15 11:36:45.396249+00:00,2020-06-26 17:50:46.345449+00:00,60,SPACING_IN_MINUTES,20b81bc3-2788-4cdb-b502-31330fc97892,"5000,PERFORM65,6",other,other,,crane_and_bucket,America/New_York,38.911880,-77.025665
3b623c4a-2f03-41ed-8000-97dce478c91d,92c912c4-966f-4361-9c9f-c4343d1db64c,2020-06-29 12:00:00+00:00,2020-06-25 20:16:22.888683+00:00,2020-06-30 00:00:43.756006+00:00,60,SPACING_IN_MINUTES,d46cbb15-039f-45a5-8f56-1d57fe936bad,"5000,PERFORM65,6",slab,slab_exterior,,direct_from_truck,America/New_York,38.884903,-77.018386
2c000557-cbec-46d9-a145-cb6695d5e56d,78bcea62-06d6-4e0b-b2bd-3b9e464ac3b4,2020-07-15 16:30:00+00:00,2020-07-10 16:21:42.212612+00:00,2020-07-15 16:56:24.212639+00:00,60,SPACING_IN_MINUTES,3f1b3b00-d3d3-4610-843f-54e4cc81e6d3,"5000,PERFORM64,6",other,other,,direct_from_truck,America/New_York,38.936478,-77.023726
9e2311b6-68d0-4c0f-8f98-1d06c0625462,92c912c4-966f-4361-9c9f-c4343d1db64c,2020-08-12 17:00:00+00:00,2020-08-05 14:05:43.146346+00:00,2020-08-13 05:00:16.397085+00:00,15,SPACING_IN_MINUTES,27ef5494-a092-42e7-a292-56b294ef69bd,"5000,PERFORM65,6",other,footing,,direct_from_truck,America/New_York,38.929336,-76.994598
61faf6bb-b3fc-4e7a-b2c0-23d0a0460077,92c912c4-966f-4361-9c9f-c4343d1db64c,2020-08-25 17:00:00+00:00,2020-08-19 17:55:39.796318+00:00,2020-08-26 05:00:16.958568+00:00,60,SPACING_IN_MINUTES,2b51f857-31cb-4b27-a186-88196309ddb9,"5000,PERFORM65,6",other,footing,,direct_from_truck,America/New_York,38.930236,-76.994781
ac15e3e9-31f6-43af-bd53-4ae772222340,eb993501-a71f-4949-ac0f-2fbef4c88190,2020-09-02 11:00:00+00:00,2020-08-26 17:38:42.409542+00:00,2020-09-03 00:58:31.994736+00:00,15,SPACING_IN_MINUTES,fc51ab5a-316e-4e29-a8e6-c4611e6e8876,"3000,PERFORM49,4",,,,,America/New_York,38.930175,-76.994903
ac15e3e9-31f6-43af-bd53-4ae772222340,92c912c4-966f-4361-9c9f-c4343d1db64c,2020-09-02 11:00:00+00:00,2020-08-26 17:38:42.409542+00:00,2020-09-03 00:58:31.994736+00:00,10,SPACING_IN_MINUTES,e47450f7-2ce0-40c8-9e73-c441db7a525b,"5000,PERFORM65,6",other,slab_interior,,pump,America/New_York,38.930175,-76.994903
bb983a1d-1228-43ed-96f5-a83e78e3574e,92c912c4-966f-4361-9c9f-c4343d1db64c,2020-09-04 11:30:00+00:00,2020-08-26 17:39:16.055607+00:00,2020-09-05 00:00:38.864440+00:00,10,SPACING_IN_MINUTES,7e616cb0-0668-46fc-9695-2adb983e1754,"5000,PERFORM65,6",other,slab_interior,,pump,America/New_York,38.929306,-76.994735
